     , kalshi_id                           , practice_participation, injury_start_date, birth_date, gsis_id   , yahoo_id, fantasy_data_id, search_full_name           , espn_id  , height  , depth_chart_order, rotowire_id, swish_id , pandascore_id, active, high_school                                      , weight, birth_city, stats_id , sportradar_id                       , injury_body_part   , search_last_name  , opta_id, birth_country, full_name                    , status                      , team_abbr, sport, search_rank, age , team_changed_at, player_id, injury_notes, years_exp, oddsjam_id      , search_first_name, injury_status, fantasy_positions    , college                       , first_name    , metadata                                                                                                                                                    , number, practice_description          , rotoworld_id, hashtag                              , last_name          , depth_chart_position, competitions, position, birth_state, team, news_updated
3560 , 419e8cde-c138-402c-9d0c-686747efc504,                       ,                  , 1994-05-08, 00-0032763,  29277.0,         18333.0, austinjohnson              , 2979591.0, 76      ,               3.0,     11071.0,  697675.0,              , True  , St. Augustine Prep (NJ)                          ,    314,           ,          , 014038bd-e9b7-476f-b7bd-bd78a46a9a57,                    , johnson           ,        ,              , Austin Johnson               , Active                      ,          , nfl  ,   9999999.0, 31.0,                , 3560     ,             ,       9.0, 724378F75B48    , austin           ,              , ['DL']               , Penn State                    , Austin        , "{'channel_id': '1113708753724665856', 'rookie_year': '2016'}"                                                                                              ,   99.0,                               ,             , #austinjohnson-NFL-JAX-99            , Johnson            , LDT                 , []          , DT      ,            , JAX , 1754325616163.0
719  ,                                     ,                       ,                  , 1986-11-11, 00-0027265,  24553.0,         12246.0, victorcruz                 ,   13553.0, "6'0""" ,                  ,      6836.0,          ,              , False , Paterson Catholic (NJ)                           ,    204,           ,  248251.0, 51545c6d-3132-4477-8f51-df5c29ed971e,                    , cruz              ,        ,              , Victor Cruz                  , Inactive                    ,          , nfl  ,   9999999.0, 33.0,                , 719      ,             ,      10.0,                 , victor           ,              , ['WR']               , Massachusetts                 , Victor        ,                                                                                                                                                             ,   80.0,                               ,       6313.0, #victorcruz-NFL-FA-80                , Cruz               ,                     , []          , WR      ,            ,     , 1534865713156.0
5910 , dbf2f84a-8387-481e-9692-4f3e435849c0,                       ,                  , 1996-10-29, 00-0034978,  31955.0,         20914.0, benpowers                  , 4037650.0, 76      ,                  ,     13823.0,  913529.0,              , True  , Kapaun Mt. Carmel Catholic (OK)                  ,    310,           ,          , cfcac921-0ac6-457c-9f37-82324327f3e3,                    , powers            ,        ,              , Ben Powers                   , Active                      ,          , nfl  ,   9999999.0, 28.0,                , 5910     ,             ,       6.0, 739138E7C0C0    , ben              ,              , "['OG', 'OL']"       , Oklahoma                      , Ben           , "{'channel_id': '1113708828077092865', 'rookie_year': '2019'}"                                                                                              ,   74.0,                               ,             , #benpowers-NFL-DEN-74                , Powers             , OL                  , []          , G       ,            , DEN , 1725488125779.0
5745 ,                                     ,                       ,                  , 1995-01-31,           ,  31741.0,         20654.0, nickstevens                , 3042933.0, "6'3""" ,               4.0,     12698.0,          ,              , True  ,                                                  ,    205,           ,  741317.0,                                     ,                    , stevens           ,        ,              , Nick Stevens                 , Inactive                    ,          , nfl  ,      1126.0, 24.0,                , 5745     ,             ,       1.0,                 , nick             ,              , ['QB']               , Colorado State                , Nick          , {'channel_id': '1116853156257464320'}                                                                                                                       ,    5.0,                               ,             , #nickstevens-NFL-FA-5                , Stevens            , QB                  , []          , QB      ,            ,     , 1529012401454.0
61   ,                                     ,                       ,                  , 1984-02-02,           ,   7964.0,          1722.0, cortlandfinnegan           ,    9801.0, "5'10""",                  ,            ,          ,              , False , Milton (FL)                                      ,    188,           ,          , 9fe9d478-6884-4f2e-b74f-76d3305975e4,                    , finnegan          ,        ,              , Cortland Finnegan            , Inactive                    ,          , nfl  ,   9999999.0, 36.0,                , 61       ,             ,      14.0,                 , cortland         ,              , ['DB']               , Samford                       , Cortland      ,                                                                                                                                                             ,   21.0,                               ,       4035.0, #cortlandfinnegan-NFL-FA-21          , Finnegan           ,                     , []          , CB      ,            ,     ,              
13027, 04bedf23-b3d2-4731-9c6a-b672123921eb,                       ,                  , 2002-10-12,           ,         ,                , dalysbeanum                ,          , 73      ,                  ,     19168.0,          ,              , True  , Millard West (NE)                                ,    200,           ,          , 796387b0-2551-11f0-9371-f9b494c39630,                    , beanum            ,        ,              , Dalys Beanum                 , Active                      ,          , nfl  ,   9999999.0, 22.0,                , 13027    ,             ,       0.0, B18EE8377FD350F7, dalys            ,              , ['DB']               , South Dakota State            , Dalys         , "{'channel_id': '1223104486457737217', 'rookie_year': '2025'}"                                                                                              ,   37.0,                               ,             , #dalysbeanum-NFL-NO-37               , Beanum             ,                     , []          , CB      ,            , NO  ,              
1817 ,                                     ,                       ,                  , 1993-06-14, 00-0031325,  27532.0,         16003.0, sammywatkins               ,   16725.0, 73      ,                  ,      9249.0,  602118.0,              , True  , Fort Myers South (FL)                            ,    211,           ,  602118.0, 7d80b51f-1462-442e-aa7f-8c320a62deed,                    , watkins           ,        ,              , Sammy Watkins                , Active                      ,          , nfl  ,       333.0, 29.0,                , 1817     ,             ,       9.0,                 , sammy            ,              , ['WR']               , Clemson                       , Sammy         , {'channel_id': '1116852761569263616'}                                                                                                                       ,   82.0,                               ,       9388.0, #sammywatkins-NFL-FA-82              , Watkins            ,                     , []          , WR      ,            ,     , 1699305031226.0
930  ,                                     ,                       ,                  , 1988-10-06,           ,  25471.0,         13239.0, jamarilattimore            ,   14597.0, "6'2""" ,                  ,      7856.0,          ,              , False , Miami Lakes (FL)                                 ,    229,           ,          , 87b40048-8972-4fcb-9f17-94135fb50b5d,                    , lattimore         ,        ,              , Jamari Lattimore             , Inactive                    ,          , nfl  ,   9999999.0, 31.0,                , 930      ,             ,       9.0,                 , jamari           ,              , ['LB']               , Middle Tennessee              , Jamari        ,                                                                                                                                                             ,   96.0,                               ,             , #jamarilattimore-NFL-FA-96           , Lattimore          ,                     , []          , LB      ,            ,     ,              
3843 ,                                     ,                       ,                  , 1992-11-05,           ,  29965.0,         18663.0, kyriewilson                , 2579164.0, "6'1""" ,                  ,     11526.0,          ,              , False ,                                                  ,    246,           ,          ,                                     ,                    , wilson            ,        ,              , Kyrie Wilson                 , Inactive                    ,          , nfl  ,   9999999.0, 25.0,                , 3843     ,             ,       0.0,                 , kyrie            ,              , ['LB']               , Fresno State                  , Kyrie         ,                                                                                                                                                             ,   44.0,                               ,             , #kyriewilson-NFL-FA-44               , Wilson             ,                     , []          , ILB     ,            ,     ,              
5801 ,                                     ,                       ,                  , 1994-01-19, 00-0034893,  31798.0,         20700.0, kobemccrary                , 4034782.0, 73      ,                  ,     13398.0,          ,              , True  , Chipley                                          ,    240,           ,  911246.0, 88c294db-5c85-48dd-9b0a-7c31a9eae32f,                    , mccrary           ,        ,              , Kobe McCrary                 , Active                      ,          , nfl  ,   9999999.0, 27.0,                , 5801     ,             ,       4.0,                 , kobe             ,              , ['RB']               , Minnesota                     , Kobe          , {'channel_id': '1116853166357348352'}                                                                                                                       ,   48.0,                               ,             , #kobemccrary-NFL-FA-48               , McCrary            ,                     , []          , RB      ,            ,     , 1535838644036.0
12759, dc4c4bfc-69d1-416f-8cc6-f2acb59d00b2,                       ,                  , 2002-12-12,           ,         ,                , jacobbayer                 ,          , 75      ,                  ,            ,          ,              , True  , Lamar (TX)                                       ,    310,           ,          , f914a0e0-2306-11f0-b9e0-0930e26afc7b,                    , bayer             ,        ,              , Jacob Bayer                  , Active                      ,          , nfl  ,   9999999.0, 22.0,                , 12759    ,             ,       0.0, 026E560904591754, jacob            ,              ,                      , Arkansas State                , Jacob         , "{'channel_id': '1222032409650810880', 'rookie_year': '2025'}"                                                                                              ,   61.0,                               ,             , #jacobbayer-NFL-FA-61                , Bayer              ,                     , []          , C       ,            ,     ,              
5475 ,                                     ,                       ,                  , 1994-08-30, 00-0034128,  31416.0,         20440.0, natewozniak                , 3040210.0, 82      ,                  ,     13739.0,          ,              , True  , Center Grove (IN)                                ,    302,           ,  728269.0, e69d4c5b-930b-481b-a81f-aea5c22ff3ae,                    , wozniak           ,        ,              , Nate Wozniak                 , Inactive                    ,          , nfl  ,   9999999.0, 27.0,                , 5475     ,             ,       4.0,                 , nate             ,              , ['OL']               , Minnesota                     , Nate          , {'channel_id': '1116853108652113920'}                                                                                                                       ,   68.0,                               ,             , #natewozniak-NFL-FA-68               , Wozniak            ,                     , []          , T       ,            ,     , 1596333312440.0
3824 ,                                     ,                       ,                  , 1993-02-10, 00-0032864,  29944.0,         18642.0, alexellis                  , 2577731.0, 76      ,                  ,     11397.0,  607400.0,              , True  , Delmar (DE)                                      ,    240,           ,  607400.0, 81fb7fa0-7ad9-4ef4-bc33-9df9574714e5,                    , ellis             ,        ,              , Alex Ellis                   , Active                      ,          , nfl  ,   9999999.0, 29.0,                , 3824     ,             ,       6.0,                 , alex             ,              , ['TE']               , Tennessee                     , Alex          , {'channel_id': '1116852909594640384'}                                                                                                                       ,   36.0,                               ,             , #alexellis-NFL-FA-36                 , Ellis              ,                     , []          , TE      ,            ,     , 1658882425419.0
7757 , 29514a87-ca8e-4d25-b57c-e7eff3d7e889,                       ,                  , 1997-06-27,           ,         ,                , benskowronek               ,          , 75      ,               5.0,     15467.0,  920944.0,              , True  , Homestead (IN)                                   ,    224,           ,          , 5521ba64-e615-4d50-b9bf-490498571ac7,                    , skowronek         ,        ,              , Ben Skowronek                , Active                      ,          , nfl  ,       583.0, 28.0,                , 7757     ,             ,       4.0, B1A9D72AED2E    , ben              ,              , ['WR']               , Notre Dame                    , Ben           , "{'channel_id': '1113708784955453440', 'rookie_year': '2021'}"                                                                                              ,   15.0,                               ,             , #benskowronek-NFL-PIT-15             , Skowronek          , SWR                 , []          , WR      ,            , PIT , 1759163455812.0
7904 ,                                     ,                       ,                  , 2000-05-13,           ,         ,                , steviescott                ,          , 73      ,                  ,     15394.0, 1126283.0,              , True  , Christian Brothers (NY)                          ,    231,           ,          , 01968dcc-836d-4a44-8953-cfff01e9fbee,                    , scott             ,        ,              , Stevie Scott                 , Active                      ,          , nfl  ,       367.0, 23.0,                , 7904     ,             ,       2.0,                 , stevie           ,              , ['RB']               , Indiana                       , Stevie        , {'channel_id': '1116853432662097920'}                                                                                                                       ,   49.0,                               ,             , #steviescott-NFL-FA-49               , Scott              ,                     , []          , RB      ,            ,     , 1693351504247.0
2259 ,                                     ,                       ,                  , 1993-03-08, 00-0030993,  27678.0,         16670.0, aaronlynch                 ,   16941.0, 77      ,                  ,      9345.0,          ,              , True  , Island Coast (FL)                                ,    285,           ,  592909.0, df4d7b62-ef37-494b-b068-f319ad336bbb,                    , lynch             ,        ,              , Aaron Lynch                  , Inactive                    ,          , nfl  ,       843.0, 28.0,                , 2259     ,             ,       8.0,                 , aaron            ,              , "['DL', 'LB']"       , South Florida                 , Aaron         , {'channel_id': '1116852789562048512'}                                                                                                                       ,   59.0,                               ,       9669.0, #aaronlynch-NFL-FA-59                , Lynch              ,                     , []          , LB      ,            ,     , 1603746638469.0
2950 ,                                     ,                       ,                  , 1992-07-29,           ,  28766.0,         17422.0, jacktabb                   ,          , "6'3""" ,                  ,     10670.0,          ,              , False ,                                                  ,    240,           ,  605766.0, cde8e668-cee1-4e1d-9a32-ce1a93b41a85,                    , tabb              ,        ,              , Jack Tabb                    , Inactive                    ,          , nfl  ,   9999999.0, 25.0,                , 2950     ,             ,       2.0,                 , jack             ,              , ['TE']               , North Carolina                , Jack          ,                                                                                                                                                             ,   80.0,                               ,             , #jacktabb-NFL-FA-80                  , Tabb               ,                     , []          , TE      ,            ,     ,              
12404,                                     ,                       ,                  ,           ,           ,         ,                , coltontheaker              ,          , 75      ,                  ,            ,          ,              , True  , Arroyo Grande (CA)                               ,    199,           ,          , 86d6e7d0-1133-11ef-a55f-bf2694d9fd66,                    , theaker           ,        ,              , Colton Theaker               , Active                      ,          , nfl  ,   9999999.0,     ,                , 12404    ,             ,       1.0,                 , colton           ,              , ['K']                , Washington State              , Colton        , "{'channel_id': '1113708730689548288', 'rookie_year': '2024'}"                                                                                              ,       ,                               ,             , #coltontheaker-NFL-FA                , Theaker            ,                     , []          , K       ,            ,     ,              
8583 , 1e55e95c-36d6-4628-af06-a07ebd9d43d9,                       ,                  , 1998-10-04,           ,         ,                , stonesmartt                ,          , 76      ,               3.0,     16321.0, 1056865.0,              , True  , Del Oro (CA)                                     ,    226,           ,          , 6ee105f0-ca2e-11ec-be96-e90abdfa0fef,                    , smartt            ,        ,              , Stone Smartt                 , Active                      ,          , nfl  ,       512.0, 26.0,                , 8583     ,             ,       3.0, 871B45F7F1D0    , stone            ,              , ['TE']               , Old Dominion                  , Stone         , "{'channel_id': '1113708691015626752', 'rookie_year': '2022'}"                                                                                              ,   84.0,                               ,             , #stonesmartt-NFL-NYJ-84              , Smartt             , TE                  , []          , TE      ,            , NYJ , 1754839560618.0
4323 ,                                     ,                       ,                  , 1994-11-22, 00-0033258,  30523.0,         19176.0, darrelldaniels             , 3052166.0, 75      ,                  ,     11890.0,  747895.0,              , True  , Freedom (CA)                                     ,    256,           ,  747895.0, 7574eb56-a34a-419e-9682-c4788cfe2019,                    , daniels           ,        ,              , Darrell Daniels              , Active                      ,          , nfl  ,       358.0, 28.0,                , 4323     ,             ,       6.0, C355D23DA66C    , darrell          ,              , ['TE']               , Washington                    , Darrell       , "{'channel_id': '1116852951403462656', 'rookie_year': '2017'}"                                                                                              ,   86.0,                               ,             , #darrelldaniels-NFL-FA-86            , Daniels            ,                     , []          , TE      ,            ,     , 1697922358217.0
12131, 60a6b4ac-e6ab-4bb8-bb53-4b9e10e15e81,                       ,                  , 2001-01-11,           ,         ,                , bryanhudson                ,          , 77      ,                  ,            , 1176122.0,              , True  , Scott County (KY)                                ,    305,           ,          , e92bd7c0-07be-11ef-8acd-b170ddeb1ce6,                    , hudson            ,        ,              , Bryan Hudson                 , Active                      ,          , nfl  ,   9999999.0, 24.0,                , 12131    ,             ,       1.0, F4F49D16019C    , bryan            ,              , ['OL']               , Louisville                    , Bryan         , "{'channel_id': '1113708815389323264', 'rookie_year': '2024'}"                                                                                              ,   60.0,                               ,             , #bryanhudson-NFL-NYG-60              , Hudson             ,                     , []          , OL      ,            , NYG ,              
4591 ,                                     ,                       ,                  , 1993-11-30, 00-0033675,  30825.0,         19478.0, dymontethomas              , 3045206.0, 74      ,                  ,     12474.0,          ,              , False , Marlington (OH)                                  ,    199,           ,          , 7e408bdc-df1a-44bf-878e-8cc790c40a3e,                    , thomas            ,        ,              , Dymonte Thomas               , Inactive                    ,          , nfl  ,   9999999.0, 28.0,                , 4591     ,             ,       5.0,                 , dymonte          ,              , ['DB']               , Michigan                      , Dymonte       ,                                                                                                                                                             ,   35.0,                               ,             , #dymontethomas-NFL-FA-35             , Thomas             ,                     , []          , FS      ,            ,     , 1578763520308.0
4154 ,                                     ,                       ,                  , 1994-10-21, 00-0033942,  30228.0,         19000.0, dorianjohnson              , 3045153.0, 77      ,                  ,     12200.0,          ,              , False , Belle Vernon Area (PA)                           ,    305,           ,          , 3671d5fb-6f0b-4582-8007-0265a66cf2c1,                    , johnson           ,        ,              , Dorian Johnson               , Inactive                    ,          , nfl  ,   9999999.0, 27.0,                , 4154     ,             ,       5.0,                 , dorian           ,              , ['OL']               , Pittsburgh                    , Dorian        ,                                                                                                                                                             ,    0.0,                               ,             , #dorianjohnson-NFL-FA-0              , Johnson            ,                     , []          , G       ,            ,     , 1566409809096.0
4307 ,                                     ,                       ,                  , 1995-01-13,           ,  30466.0,         19156.0, alektorgersen              , 3049779.0, "6'2""" ,                  ,     12488.0,          ,              , False , Edison (CA)                                      ,    229,           ,  784990.0, 759a8d3b-5697-4be4-9369-8940b44553bc,                    , torgersen         ,        ,              , Alek Torgersen               , Active                      ,          , nfl  ,   9999999.0, 26.0,                , 4307     ,             ,       4.0,                 , alek             ,              , ['QB']               , Pennsylvania                  , Alek          , {'override_active': 'false'}                                                                                                                                ,    9.0,                               ,             , #alektorgersen-NFL-FA-9              , Torgersen          ,                     , []          , QB      ,            ,     , 1525729201052.0
12002,                                     ,                       ,                  ,           ,           ,         ,                , alfahiymwalcott            ,          , 74      ,                  ,            ,          ,              , True  , Butler (KS)                                      ,    210,           ,          , 80e66e60-0709-11ef-bb28-a7c416c5d86e,                    , walcott           ,        ,              , Alfahiym Walcott             , Active                      ,          , nfl  ,   9999999.0,     ,                , 12002    ,             ,       1.0,                 , alfahiym         ,              , ['DB']               , Arkansas                      , Alfahiym      , "{'channel_id': '1113708756887171072', 'rookie_year': '2024'}"                                                                                              ,       ,                               ,             , #alfahiymwalcott-NFL-FA              , Walcott            ,                     , []          , DB      ,            ,     ,              
7937 ,                                     ,                       ,                  , 1998-08-08,           ,         ,                , kylespalding               ,          , 78      ,                  ,            ,          ,              , True  , McKinleyville                                    ,    305,           ,          , c44ee7df-a1fb-4fe3-a853-2c34f4e52297,                    , spalding          ,        ,              , Kyle Spalding                , Active                      ,          , nfl  ,            , 23.0,                , 7937     ,             ,       1.0,                 , kyle             ,              , ['OL']               , San Diego State               , Kyle          , {'channel_id': '1116853438873862144'}                                                                                                                       ,   60.0,                               ,             , #kylespalding-NFL-FA-60              , Spalding           ,                     , []          , OL      ,            ,     ,              
3396 ,                                     ,                       ,                  , 1992-10-16, 00-0032959,  29475.0,         18157.0, charonepeake               , 2576498.0, 74      ,                  ,     11001.0,          ,              , False , Dorman (SC)                                      ,    209,           ,  602104.0, 58ea6518-6fb7-4e5a-a586-7202d4c5f07e,                    , peake             ,        ,              , Charone Peake                , Inactive                    ,          , nfl  ,      1042.0, 29.0,                , 3396     ,             ,       6.0,                 , charone          ,              , ['WR']               , Clemson                       , Charone       ,                                                                                                                                                             ,   17.0,                               ,      11410.0, #charonepeake-NFL-FA-17              , Peake              ,                     , []          , WR      ,            ,     , 1588021862005.0
168  ,                                     ,                       ,                  , 1981-08-21, 00-0023096,   7505.0,          4354.0, nicknovak                  ,    9329.0, "6'0""" ,                  ,      4661.0,          ,              , False , Albemarle (VA)                                   ,    198,           ,  151828.0, 47cfc2a1-2b81-430e-8b30-ff5129e5c601,                    , novak             ,        ,              , Nick Novak                   , Inactive                    ,          , nfl  ,   9999999.0, 39.0,                , 168      ,             ,      15.0,                 , nick             ,              , ['K']                , Maryland                      , Nick          ,                                                                                                                                                             ,    9.0,                               ,       3504.0, #nicknovak-NFL-FA-9                  , Novak              ,                     , []          , K       ,            ,     , 1519417801596.0
94   ,                                     ,                       ,                  , 1983-06-10, 00-0024348,   7883.0,          2550.0, kylewilliams               ,    9720.0, 73      ,                  ,      5152.0,          ,              , False , Ruston (LA)                                      ,    303,           ,  216860.0, 57c5c69c-844e-41f1-9985-6fc178cee514,                    , williams          ,        ,              , Kyle Williams                , Injured Reserve             ,          , nfl  ,   9999999.0, 38.0,                , 94       ,             ,      16.0,                 , kyle             ,              , ['DL']               , Louisiana State               , Kyle          ,                                                                                                                                                             ,    0.0,                               ,       3947.0, #kylewilliams-NFL-FA-0               , Williams           ,                     , []          , DT      ,            ,     , 1546007706398.0
12660, 0d36985a-e502-490c-91a1-0f7bf1969910,                       ,                  , 2001-09-12,           ,         ,                , milesfrazier               ,          , 78      ,                  ,     17874.0,          ,              , True  , Milford Academy (CT)                             ,    325,           ,          , 9ab1bdad-1be3-4d08-b982-c9e173192a66, Undisclosed        , frazier           ,        ,              , Miles Frazier                , Active                      ,          , nfl  ,   9999999.0, 24.0,                , 12660    ,             ,       0.0, A188C252D3D1CCB6, miles            , PUP          , ['OG']               , LSU                           , Miles         , "{'channel_id': '1221956904243175424', 'rookie_year': '2025'}"                                                                                              ,   71.0,                               ,             , #milesfrazier-NFL-DET-71             , Frazier            , OL                  , []          , OG      ,            , DET , 1756344326255.0
2859 ,                                     ,                       ,                  , 1993-07-27, 00-0031636,  28771.0,         17327.0, justinhamilton             , 2574009.0, 74      ,                  ,     10592.0,  608403.0,              , True  , Natchez (MS)                                     ,    311,           ,          , 1fb9a153-f1e0-4396-81fd-c3b1d331338f,                    , hamilton          ,        ,              , Justin Hamilton              , Active                      ,          , nfl  ,   9999999.0, 29.0,                , 2859     ,             ,       7.0,                 , justin           ,              , ['DL']               , Louisiana                     , Justin        , {'channel_id': '1116852823858872320'}                                                                                                                       ,   79.0,                               ,             , #justinhamilton-NFL-FA-79            , Hamilton           ,                     , []          , DT      ,            ,     , 1636240222046.0
1386 ,                                     ,                       ,                  , 1991-11-22, 00-0030456,  26660.0,         14916.0, giovanibernard             ,   15826.0, 69      ,                  ,      8622.0,  546076.0,              , True  , St. Thomas Aquinas (FL)                          ,    205,           ,  546076.0, 24cf6148-f0af-4103-a215-e06956764953,                    , bernard           ,        ,              , Giovani Bernard              , Active                      ,          , nfl  ,   9999999.0, 31.0,                , 1386     ,             ,      10.0,                 , giovani          ,              , ['RB']               , North Carolina                , Giovani       , {'channel_id': '1116852735153537024'}                                                                                                                       ,   25.0,                               ,       8389.0, #giovanibernard-NFL-FA-25            , Bernard            ,                     , []          , RB      ,            ,     , 1682710817762.0
11990,                                     ,                       ,                  , 2000-11-28,           ,         ,                , kalendeloach               ,          , 73      ,                  ,     17962.0, 1176362.0,              , True  , Islands (GA)                                     ,    212,           ,          , 44448a10-0708-11ef-84e4-db58c31b93b5,                    , deloach           ,        ,              , Kalen DeLoach                , Active                      ,          , nfl  ,   9999999.0, 24.0,                , 11990    ,             ,       1.0, 72E9DA7AA70A    , kalen            ,              , ['LB']               , Florida State                 , Kalen         , "{'channel_id': '1113708728948912128', 'rookie_year': '2024'}"                                                                                              ,   53.0,                               ,             , #kalendeloach-NFL-FA-53              , DeLoach            ,                     , []          , LB      ,            ,     , 1734471322934.0
5935 ,                                     ,                       ,                  , 1996-08-03, 00-0035314,  32073.0,         20827.0, jalenjelks                 , 3122692.0, 77      ,                  ,     13807.0,          ,              , True  , Desert Vista (AZ)                                ,    256,           ,          , 38bf12bf-5a77-4b2a-9d2a-e63008fe8be1,                    , jelks             ,        ,              , Jalen Jelks                  , Active                      ,          , nfl  ,   9999999.0, 25.0,                , 5935     ,             ,       3.0,                 , jalen            ,              , ['DL']               , Oregon                        , Jalen         , {'channel_id': '1116853178554384384'}                                                                                                                       ,   57.0,                               ,             , #jalenjelks-NFL-FA-57                , Jelks              ,                     , []          , DE      ,            ,     , 1727214028291.0
6824 , 62268a79-c0ab-49b6-9c5f-e9d20c3b1013,                       ,                  , 1999-02-19,           ,  32857.0,         21754.0, donovanpeoplesjones        , 4258195.0, 74      ,                  ,     14457.0, 1050234.0,              , True  , Cass Tech (MI)                                   ,    204,           ,          , 924edb03-29a9-42ae-92dd-ef7e8a498095,                    , peoplesjones      ,        ,              , Donovan Peoples-Jones        , Active                      ,          , nfl  ,       376.0, 26.0,                , 6824     ,             ,       5.0, AF61C5C907AB    , donovan          ,              , ['WR']               , Michigan                      , Donovan       , "{'channel_id': '1113708813669658625', 'rookie_year': '2020'}"                                                                                              ,   14.0,                               ,             , #donovanpeoplesjones-NFL-FA-14       , Peoples-Jones      ,                     , []          , WR      ,            ,     , 1755808224310.0
6222 ,                                     ,                       ,                  , 1994-09-18, 00-0034990,  32017.0,         21116.0, kadarhollman               , 3916676.0, 72      ,                  ,     13729.0,  871187.0,              , True  , Burlington Township (NJ)                         ,    196,           ,  871187.0, ca08b2bc-7fad-4dec-88d9-5f5f9712a830, Knee - ACL         , hollman           ,        ,              , Ka'dar Hollman               , Active                      ,          , nfl  ,   9999999.0, 30.0,                , 6222     , Surgery     ,       6.0, 1310DBA3D030    , kadar            , Questionable , ['DB']               , Toledo                        , Ka'dar        , "{'channel_id': '1113708872012427264', 'rookie_year': '2019'}"                                                                                              ,   32.0,                               ,             , #kadarhollman-NFL-FA-32              , Hollman            ,                     , []          , DB      ,            ,     , 1732750860996.0
2817 ,                                     ,                       ,                  , 1988-01-08,           ,  29089.0,         17285.0, danielrodriguez            , 2983134.0, 68      ,                  ,            ,          ,              , True  ,                                                  ,    180,           ,  700055.0, fa1ac661-9b71-4dbd-8321-f3c6a7ec79e6,                    , rodriguez         ,        ,              , Daniel Rodriguez             , Active                      ,          , nfl  ,   9999999.0, 37.0,                , 2817     ,             ,      10.0,                 , daniel           ,              , ['WR']               , Clemson                       , Daniel        , "{'channel_id': '1202954210585346048', 'rookie_year': '2015'}"                                                                                              ,    0.0,                               ,             , #danielrodriguez-NFL-FA-0            , Rodriguez          ,                     , []          , WR      ,            ,     ,              
805  ,                                     ,                       ,                  , 1988-10-28,           ,  25018.0,         12758.0, frankkearse                ,   14176.0, "6'5""" ,                  ,      7584.0,          ,              , False , Savannah (GA)                                    ,    310,           ,          , 519b3fe8-6054-48dd-8c34-2517ffcff90d,                    , kearse            ,        ,              , Frank Kearse                 , Inactive                    ,          , nfl  ,   9999999.0, 31.0,                , 805      ,             ,       9.0,                 , frank            ,              , ['DL']               , Alabama A&M                   , Frank         ,                                                                                                                                                             ,   72.0,                               ,             , #frankkearse-NFL-FA-72               , Kearse             ,                     , []          , DE      ,            ,     ,              
1713 ,                                     ,                       ,                  , 1990-10-27, 00-0030551,  27459.0,         15625.0, coltonschmidt              ,   16623.0, 71      ,                  ,      9027.0,          ,              , False , Liberty (CA)                                     ,    224,           ,  515262.0, ca668ed5-05b3-41da-a3a4-6fa8982968f6,                    , schmidt           ,        ,              , Colton Schmidt               , Inactive                    ,          , nfl  ,   9999999.0, 31.0,                , 1713     ,             ,       9.0,                 , colton           ,              , ['P']                , California-Davis              , Colton        ,                                                                                                                                                             ,    6.0,                               ,             , #coltonschmidt-NFL-FA-6              , Schmidt            ,                     , []          , P       ,            ,     , 1543364722046.0
12123,                                     ,                       ,                  , 1999-08-17,           ,         ,                , kalebforddement            ,          , 71      ,                  ,     18151.0, 1165790.0,              , True  , Whitehouse (TX)                                  ,    178,           ,          , ff603180-075a-11ef-a2b3-55e7ae2101f5,                    , forddement        ,        ,              , Kaleb Ford-Dement            , Active                      ,          , nfl  ,   9999999.0, 25.0,                , 12123    ,             ,       1.0, 5155527D05DD    , kaleb            ,              , ['DB']               , Texas State                   , Kaleb         , "{'channel_id': '1113708796246519808', 'rookie_year': '2024'}"                                                                                              ,       ,                               ,             , #kalebforddement-NFL-FA              , Ford-Dement        ,                     , []          , CB      ,            ,     , 1723570547849.0
2532 ,                                     ,                       ,                  , 1991-09-21, 00-0031960,  28621.0,         16992.0, daronbrown                 , 2513351.0, 72      ,                  ,     10498.0,          ,              , True  , Morgan Park (IL)                                 ,    199,           ,  557446.0, e56336e9-0455-4ec1-aefe-b54a4a52c999,                    , brown             ,        ,              , Da'Ron Brown                 , Active                      ,          , nfl  ,   9999999.0, 30.0,                , 2532     ,             ,       7.0,                 , daron            ,              , ['WR']               , Northern Illinois             , Da'Ron        , {'channel_id': '1116852813209534464'}                                                                                                                       ,   81.0,                               ,             , #daronbrown-NFL-FA-81                , Brown              ,                     , []          , WR      ,            ,     ,              
268  ,                                     ,                       ,                  , 1984-05-07, 00-0023436,   7177.0,          6739.0, alexsmith                  ,    8416.0, 76      ,                  ,      4306.0,          ,              , True  , Helix (CA)                                       ,    213,           ,  217357.0, 2fda010a-8c62-4c07-b601-4ba03f57e6af,                    , smith             ,        ,              , Alex Smith                   , Injured Reserve             ,          , nfl  ,       425.0, 37.0,                , 268      ,             ,      17.0,                 , alex             ,              , ['QB']               , Utah                          , Alex          , {'channel_id': '1116852818863456256'}                                                                                                                       ,    0.0,                               ,       3119.0, #alexsmith-NFL-FA-0                  , Smith              ,                     , []          , QB      ,            ,     , 1618934403490.0
